Country,Region,Year,Alcohol_consumption,BMI,GDP_per_capita,Population_mln,Schooling,Economy_status_Developed,Life_expectancy
Syrian Arab Republic,Middle East,2009,0.76,27.6,1629,21.21,6.6,0,72.9
Tunisia,Africa,2008,1.28,25.7,3806,10.41,6.3,0,74.7
Italy,European Union,2003,9.3,25.5,32897,57.31,8.9,1,80
Samoa,Oceania,2004,3.62,30.9,3678,0.18,9.3,0,70.1
Zambia,Africa,2009,3.05,22.1,1134,13.22,6.5,0,54.1
Vietnam,Asia,2006,1.35,20.6,1651,84.62,6.6,0,74.3
Ecuador,South America,2009,4.2,26.4,5225,14.77,7.9,0,74.9
France,European Union,2008,12.53,25,36357,64.37,10.7,1,81.2
"Egypt, Arab Rep.",Africa,2002,0.14,27.9,2665,71.49,5.1,0,69
Norway,Rest of Europe,2005,6.37,26,73037,4.62,12.4,1,80
Vietnam,Asia,2004,1.13,20.3,1462,83.06,6.2,0,73.9
St. Lucia,Central America and Caribbean,2010,10.33,28.7,10151,0.17,8.4,0,74.9
Samoa,Oceania,2000,3,30.5,3059,0.17,8.8,0,68.7
Latvia,European Union,2005,9.92,25.9,10528,2.24,12.1,1,71.4
Panama,Central America and Caribbean,2003,4.92,25.9,7037,3.21,8.8,0,75.6
Botswana,Africa,2009,5.36,24.1,5287,1.95,8.8,0,58.4
Malaysia,Asia,2012,0.55,25.3,8889,29.07,10.1,0,74.9
Cabo Verde,Africa,2013,3.73,24.4,3070,0.51,5.6,0,71.7
Angola,Africa,2008,5.19,22.6,3048,21.7,4.6,0,53.2
New Zealand,Oceania,2014,8.98,27.9,38002,4.52,12.2,1,81.4
Netherlands,European Union,2014,8.38,25.5,44522,16.87,12.1,1,81.7
Chad,Africa,2010,0.55,21.6,724,11.95,1.9,0,50.9
Nigeria,Africa,2000,11.47,22.3,1451,122.28,5.2,0,46.3
Tajikistan,Asia,2014,0.83,25.8,945,8.25,10.6,0,69.9
Saudi Arabia,Middle East,2005,0.054,27.8,18683,23.82,7.6,0,73.3
Sao Tome and Principe,Central America and Caribbean,2008,4.56,24.3,1353,0.17,4.7,0,66.4
Colombia,South America,2009,4.24,25.6,4993,44.75,7.3,0,75.2
"Yemen, Rep.",Middle East,2003,0.04,22.6,2447,18.99,1.6,0,62.4
Mauritania,Africa,2012,0,24.7,1454,3.71,4,0,63.1
Jamaica,Central America and Caribbean,2008,3.35,26.6,5240,2.78,8.6,0,74.1
Burkina Faso,Africa,2002,5.48,21.1,462,12.29,1.3,0,51.4
Honduras,Central America and Caribbean,2009,2.76,25.9,2086,8.15,5.2,0,73.1
Belgium,European Union,2012,10.09,26,39976,11.11,11.2,1,80.4
"Congo, Rep.",Africa,2010,1.75,22.8,2423,4.27,6.1,0,60.1
Panama,Central America and Caribbean,2001,4.9,25.7,6861,3.09,8.6,0,75.2
Malaysia,Asia,2000,0.56,23.8,6393,23.19,8.6,0,72.6
Spain,European Union,2000,11.61,26.1,23938,40.57,8.4,1,79
Guinea,Africa,2002,0.21,21.9,657,8.59,1.5,0,51.5
Grenada,Central America and Caribbean,2014,7.88,26.8,8601,0.11,8.6,0,72.5
Niger,Africa,2005,0.096,21.2,411,13.62,1.3,0,53.4
Benin,Africa,2011,1.47,23.2,990,9.46,2.8,0,59.6
New Zealand,Oceania,2010,9.62,27.6,35394,4.35,12,1,80.7
Jamaica,Central America and Caribbean,2010,2.94,26.9,4889,2.81,8.9,0,74
Mexico,North America,2003,5.01,27,8587,103.08,7.1,0,75.1
Cote d'Ivoire,Africa,2015,1.54,23.7,1973,23.23,5,0,56.1
Lao PDR,Asia,2012,6.33,22.4,1795,6.44,5,0,65.3
Romania,European Union,2000,9,24.8,4549,22.44,9.9,1,71.2
Denmark,European Union,2011,10.45,25.3,51644,5.57,12.7,1,79.8
Kiribati,Oceania,2010,0.49,29.6,1366,0.1,7.9,0,65.8
Poland,European Union,2012,10.21,26.3,11520,38.06,11.7,1,76.7
St. Vincent and the Grenadines,Central America and Caribbean,2013,6.96,26.9,6965,0.11,8.6,0,71.9
Burundi,Africa,2004,6.24,20.9,303,7.13,2.2,0,52.5
Angola,Africa,2004,2.41,22.2,2168,18.76,4.4,0,49.3
Kyrgyz Republic,Asia,2003,6.35,25,786,5.04,10,0,68.3
Colombia,South America,2001,4.31,24.9,3966,40.26,6.5,0,73.2
Benin,Africa,2010,1.35,23.1,989,9.2,2.8,0,59.3
Cote d'Ivoire,Africa,2005,0.85,23.1,1565,18.35,3.7,0,50.1
Myanmar,Asia,2003,0.61,21.5,427,48.15,3.4,0,61
Denmark,European Union,2008,10.7,25.2,53345,5.49,12.9,1,78.4
Lebanon,Middle East,2011,1.3,27.2,8754,5.2,8,0,78.5
Israel,Middle East,2010,2.78,26.9,32505,7.62,12.6,1,81.6
Indonesia,Asia,2013,0.09,22.8,3104,251.81,7.8,0,70.2
Angola,Africa,2010,7.58,22.8,2994,23.36,4.7,0,55.4
Tunisia,Africa,2007,1.17,25.7,3691,10.3,6.1,0,74.6
Algeria,Africa,2000,0.25,24.3,3111,31.04,5.9,0,70.6
Rwanda,Africa,2010,7.13,21.7,599,10.04,3.8,0,63.4
Indonesia,Asia,2001,0.06,21.7,1909,214.43,6.9,0,66
Australia,Oceania,2000,10.17,26.2,45559,19.15,11.9,1,79.2
Iraq,Middle East,2002,0.17,27.2,3819,24.93,5.4,0,68.8
Oman,Middle East,2010,0.51,25.9,20640,3.04,7.9,0,75.7
Paraguay,South America,2000,5.64,24.9,3904,5.32,5.9,0,70.5
Qatar,Middle East,2006,1.13,28.1,61522,1.02,9.2,0,78.4
Madagascar,Africa,2014,0.87,21.2,465,23.59,6.1,0,65.1
Comoros,Africa,2010,0.13,23.8,1208,0.69,4.2,0,61.9
Belize,Central America and Caribbean,2002,4.92,27.6,4448,0.26,10.2,0,69.3
Australia,Oceania,2014,9.9,27.1,56306,23.48,12.7,1,82.3
Pakistan,Asia,2012,0.03,23.6,1262,187.28,4.8,0,65.8
Grenada,Central America and Caribbean,2009,8.55,26.3,8133,0.11,8.2,0,73
Kenya,Africa,2000,1.51,22,1146,31.96,5.3,0,50.9
Montenegro,Rest of Europe,2005,10.3,25.7,5013,0.61,10.5,0,74
Burkina Faso,Africa,2015,7.03,22.1,653,18.11,1.4,0,59.9
Cuba,Central America and Caribbean,2003,4.39,24.8,4419,11.23,9.8,0,77.3
Liberia,Africa,2007,4.05,23.6,609,3.46,3.9,0,57.4
Ecuador,South America,2015,3.69,27.1,6124,16.21,8.4,0,76.1
Australia,Oceania,2008,10.76,26.8,53339,21.25,12.3,1,81.4
Ecuador,South America,2000,4.01,25.3,4209,12.68,7,0,72.8
Norway,Rest of Europe,2012,6.21,26.5,73179,5.02,12.6,1,81.5
India,Asia,2011,2.95,21.4,1293,1250.29,5.4,0,67.1
Tanzania,Africa,2000,5.96,22.1,568,33.5,4.2,0,50.8
Morocco,Africa,2003,0.48,24.9,1995,29.78,3.7,0,70.4
Mexico,North America,2011,4,27.6,9076,115.7,8.4,0,75
United Kingdom,Rest of Europe,2007,11.06,26.8,44576,61.32,12.6,1,79.4
Colombia,South America,2007,4.54,25.4,4890,43.74,7.2,0,74.7
Guyana,South America,2009,5.87,25.7,4682,0.75,8,0,67.8
Ireland,European Union,2008,12.18,27,48314,4.49,12,1,80.1
Samoa,Oceania,2001,3.42,30.6,3268,0.18,8.9,0,69.1
Turkmenistan,Asia,2004,2.58,25.1,2492,4.7,9.9,0,64.7
Jamaica,Central America and Caribbean,2004,3.32,26.1,5121,2.73,8,0,74.1
Mexico,North America,2014,3.94,27.8,9426,120.36,8.4,0,74.9
Thailand,Asia,2003,6.07,23.1,4038,64.55,6.7,0,71.4
Mozambique,Africa,2008,0.74,22.2,448,22.28,3.1,0,51.3
"Venezuela, RB",South America,2001,8.15,26.3,4987,24.65,6.4,0,72.3
Saudi Arabia,Middle East,2011,0,28.1,19813,28.27,9.1,0,74.1
Latvia,European Union,2000,7.13,25.6,6727,2.37,9.5,1,70.3
Timor-Leste,Oceania,2015,0.41,21.2,1333,1.2,4.5,0,68.5
Myanmar,Asia,2012,1.24,22.3,1017,51.41,4.5,0,64.5
Czechia,European Union,2006,13.58,26.7,15949,10.24,12.1,1,76.5
Iceland,Rest of Europe,2002,6.53,25.6,43143,0.29,9.7,1,80.5
Australia,Oceania,2007,10.56,26.8,52539,20.83,12,1,81.3
Chad,Africa,2001,0.34,21,403,8.68,1.4,0,47.8
Tunisia,Africa,2012,1.35,26,3959,10.85,6.8,0,75.4
Suriname,South America,2009,4.93,26.1,8600,0.52,7.7,0,70.2
Nicaragua,Central America and Caribbean,2002,3.46,26,1456,5.22,5.2,0,70.3
Fiji,Oceania,2015,2.63,27.6,5391,0.87,10.8,0,67.1
Moldova,Rest of Europe,2003,6.27,26.1,1644,2.9,9.8,0,67.5
Italy,European Union,2010,6.95,25.7,32058,59.28,9.7,1,82
Germany,European Union,2013,11.08,26.5,40135,80.65,14,1,80.5
Bahrain,Middle East,2014,1.57,24.9,22677,1.34,9.1,0,76.6
Seychelles,Africa,2000,8.33,25.4,11178,0.08,7.4,0,72.8
Uruguay,South America,2003,5.4,26.1,9008,3.32,8,0,75.4
Greece,European Union,2000,8.6,26.7,18643,10.81,8.6,1,77.9
Bosnia and Herzegovina,Rest of Europe,2014,4.69,25.6,4518,3.48,9.2,0,76.7
Canada,North America,2000,7.6,26.3,34122,30.69,11,1,79.1
Nepal,Asia,2009,0.22,21.7,700,26.88,3.2,0,67.2
Mali,Africa,2015,0.62,22.9,751,17.44,2.3,0,57.5
Vanuatu,Oceania,2002,0.9,25.5,2478,0.19,6.5,0,67.8
Djibouti,Africa,2014,0.32,24,2509,0.9,4.1,0,63.2
North Macedonia,Rest of Europe,2006,3.79,26,3780,2.04,8.4,0,73.9
Rwanda,Africa,2003,8.65,21.2,401,8.56,2.6,0,52.2
Timor-Leste,Oceania,2004,0.39,20.2,913,0.97,3.1,0,62.9
North Macedonia,Rest of Europe,2004,4.98,25.9,3446,2.03,7.8,0,73.6
"Iran, Islamic Rep.",Middle East,2006,0.017,25.5,4959,70.55,9.1,0,72.3
"Congo, Dem. Rep.",Africa,2014,4.52,21.9,481,73.77,6.2,0,58.8
Uzbekistan,Asia,2012,1.95,26.3,2355,29.77,11.1,0,70.2
Zambia,Africa,2007,3.17,22,1018,12.5,6.4,0,51.1
Senegal,Africa,2004,0.36,22.4,1115,10.81,2.4,0,59.9
Finland,European Union,2003,9.31,25.8,40044,5.21,9.6,1,78.4
Gabon,Africa,2000,8.89,23.7,7888,1.23,6.2,0,58.3
Burundi,Africa,2003,6.37,20.8,298,6.91,2.1,0,51.7
Singapore,Asia,2012,1.94,23.6,51680,5.31,11.3,0,82
Mali,Africa,2006,0.55,22.2,697,13.2,1.7,0,52.8
Lesotho,Africa,2003,1.97,24.2,785,2.02,5.1,0,43.8
Samoa,Oceania,2015,2.1,32.1,4074,0.19,10.3,0,72.7
"Micronesia, Fed. Sts.",Oceania,2007,1.63,29.1,3013,0.1,6.5,0,65.9
Morocco,Africa,2012,0.46,25.6,2673,33.24,4.6,0,75
Qatar,Middle East,2008,1.15,28.3,60799,1.44,9.7,0,78.8
Poland,European Union,2006,9.74,25.8,9101,38.14,11.7,1,75.1
Cuba,Central America and Caribbean,2000,3.93,24.5,4106,11.13,9.6,0,76.7
"Venezuela, RB",South America,2006,8.37,26.5,6833,26.85,7.6,0,72.9
Trinidad and Tobago,Central America and Caribbean,2012,5.89,27.2,18151,1.34,10.8,0,72.4
Syrian Arab Republic,Middle East,2007,0.74,27.5,1571,19.88,6.5,0,74.2
"Venezuela, RB",South America,2005,7.98,26.5,5505,26.43,7.4,0,72.9
Uzbekistan,Asia,2008,1.72,25.7,1918,27.3,10.3,0,69.2
Qatar,Middle East,2000,0.55,27.6,56865,0.59,7.9,0,77.5
Paraguay,South America,2010,6.27,26,4767,6.25,7.7,0,72.7
Sao Tome and Principe,Central America and Caribbean,2007,4.32,24.2,1287,0.17,4.6,0,65.9
Haiti,Central America and Caribbean,2001,3.62,23.4,1289,8.61,3.9,0,57.4
Namibia,Africa,2008,1.01,23.6,4044,2.04,6.1,0,53.8
Cote d'Ivoire,Africa,2014,1.35,23.7,1887,22.65,4.4,0,55.5
Ecuador,South America,2012,3.92,26.7,5885,15.47,8.1,0,75.5
Turkiye,Middle East,2010,1.42,27.5,8492,72.33,6.7,0,74.5
Maldives,Asia,2004,1.67,23.7,7788,0.31,3.4,0,73
Qatar,Middle East,2003,0.92,27.9,57076,0.68,8.2,0,77.9
Portugal,European Union,2003,12.22,25.7,18819,10.46,7.2,1,77.2
Sri Lanka,Asia,2015,2.72,23,3844,20.97,10.9,0,76.3
Ecuador,South America,2014,3.81,27,6218,15.95,8.5,0,75.9
Jamaica,Central America and Caribbean,2001,3.72,25.6,4870,2.67,7.5,0,74.1
Armenia,Rest of Europe,2008,3.96,25.9,3335,2.91,11,0,72.9
Trinidad and Tobago,Central America and Caribbean,2002,5.25,26.1,11901,1.28,9.4,0,69.9
Malta,European Union,2002,6.12,27,17165,0.4,8.3,1,78.7
"Iran, Islamic Rep.",Middle East,2001,0.012,25.1,3967,66.45,6.4,0,70.6
Bahrain,Middle East,2009,1.95,25,21057,1.19,8.4,0,75.9
Burkina Faso,Africa,2003,5.57,21.2,484,12.65,1.3,0,52
Ethiopia,Africa,2015,0.76,20.5,641,100.84,2.6,0,65
Latvia,European Union,2011,10.11,26.3,11451,2.06,12.6,1,73.6
France,European Union,2015,11.87,25,36653,66.55,11.5,1,82.3
Peru,South America,2002,3.93,25.2,3422,27.1,8.3,0,71.9
Honduras,Central America and Caribbean,2005,3.02,25.4,1981,7.46,4.7,0,72
Georgia,Rest of Europe,2008,7.27,26.6,2980,3.85,12.2,0,70.9
Bolivia,South America,2013,3.21,26.2,2831,10.54,8.4,0,69.5
Burkina Faso,Africa,2008,5.47,21.7,554,14.69,1.3,0,55.6
Panama,Central America and Caribbean,2000,5.08,25.6,6955,3.03,8.5,0,75.1
Indonesia,Asia,2007,0.061,22.2,2403,232.37,7.1,0,68.1
Turkmenistan,Asia,2009,2,25.7,3968,5.01,9.9,0,66.4
Kuwait,Middle East,2000,0.013,28.3,29952,2.05,6.2,0,73.1
Switzerland,Rest of Europe,2004,10.54,24.9,75113,7.39,11.9,1,81.1
Lebanon,Middle East,2003,1.96,26.6,6517,4.39,7.5,0,76
Poland,European Union,2005,9.07,25.7,8569,38.17,11.6,1,75
"Gambia, The",Africa,2013,2.65,23.7,684,1.96,3.2,0,60.4
Sweden,European Union,2008,7.02,25.7,48544,9.22,12.2,1,81.1
Malaysia,Asia,2015,0.55,25.6,9955,30.27,10.2,0,75.5
"Micronesia, Fed. Sts.",Oceania,2008,1.97,29.2,2966,0.1,6.7,0,66.1
Barbados,Central America and Caribbean,2000,7.31,26.5,16277,0.27,9,0,77.2
Turkiye,Middle East,2003,1.53,26.9,6644,66.09,5.8,0,71.6
Panama,Central America and Caribbean,2006,5.07,26.1,8338,3.39,9.1,0,76.1
Haiti,Central America and Caribbean,2003,3.56,23.7,1304,8.9,4.1,0,58
Cuba,Central America and Caribbean,2007,4.12,25,6236,11.25,10.4,0,78
Kuwait,Middle East,2006,0.015,28.7,40977,2.37,6.2,0,73.7
Bulgaria,European Union,2007,10.66,25.8,6045,7.55,10.5,1,72.7
Kazakhstan,Asia,2001,5.55,25.6,5055,14.86,10.7,0,65.8
Tonga,Oceania,2015,0.23,32.1,4336,0.1,11.2,0,70.5
Georgia,Rest of Europe,2001,2.77,25.9,1668,4.01,11.8,0,70.1
Guatemala,Central America and Caribbean,2006,2.36,25.6,3428,13.21,3.7,0,70.1
Uganda,Africa,2010,8.55,22,768,32.43,5.7,0,57.1
Bahrain,Middle East,2004,1.98,25.3,22423,0.83,8.4,0,75.2
Belize,Central America and Caribbean,2008,6.95,28.2,4835,0.31,10.4,0,71.1
Vanuatu,Oceania,2009,0.83,25.9,2893,0.23,6.6,0,69
China,Asia,2006,3.28,22.8,3801,1311.02,6.9,0,73.3
Morocco,Africa,2005,0.46,25,2109,30.46,3.9,0,71.7
Paraguay,South America,2007,6.03,25.7,4208,6,7.1,0,72.1
Belize,Central America and Caribbean,2009,6.44,28.3,4729,0.31,10.4,0,71.5
Zimbabwe,Africa,2005,2.17,23.5,1137,12.08,6.8,0,43.2
Ethiopia,Africa,2000,0.19,19.8,262,66.22,1.5,0,51.9
Austria,European Union,2011,11.9,25.4,44451,8.39,11.8,1,81
Sierra Leone,Africa,2011,3.41,22.6,557,6.56,3.1,0,50.2
South Africa,Africa,2015,7.2,27.2,6260,55.39,10.1,0,62.6
Tunisia,Africa,2015,1.5,26.3,4095,11.18,7,0,75.9
Latvia,European Union,2006,10.4,26,11896,2.22,12.2,1,70.9
Georgia,Rest of Europe,2004,2.89,26.2,2112,3.93,12,0,70.5
Paraguay,South America,2011,6.14,26.2,4904,6.33,7.8,0,72.9
Turkmenistan,Asia,2013,3.18,26.2,5679,5.37,9.8,0,67.4
Guyana,South America,2007,5.73,25.4,4443,0.75,8,0,67.2
Oman,Middle East,2007,0.52,25.7,20230,2.66,7.3,0,74.9
Luxembourg,European Union,2012,11.67,26.2,104488,0.53,11.8,1,81.4
Uganda,Africa,2004,11.06,21.5,593,26.82,4.4,0,50.6
United States,North America,2004,8.48,28,51485,292.81,12.8,1,77.5
Syrian Arab Republic,Middle East,2013,0.15,28,1037,19.58,6.3,0,70
St. Vincent and the Grenadines,Central America and Caribbean,2001,5.07,25.6,5427,0.11,7.6,0,70.9
Sierra Leone,Africa,2004,3.81,22.3,469,5.43,2.6,0,43.5
Maldives,Asia,2005,1.23,23.8,6589,0.32,3.5,0,73.6
Netherlands,European Union,2007,9.45,25.4,45139,16.38,12,1,80.1
New Zealand,Oceania,2003,8.92,27,33475,4.03,11.6,1,79.1
Equatorial Guinea,Africa,2005,7.82,23.1,12908,0.75,5.4,0,54.4
"Iran, Islamic Rep.",Middle East,2005,0.012,25.4,4777,69.76,7,0,71.9
Papua New Guinea,Oceania,2013,0.81,25.3,2305,7.79,4.3,0,62.9
Benin,Africa,2006,1.29,22.7,953,8.22,2.8,0,57.8
Guatemala,Central America and Caribbean,2004,2.38,25.4,3282,12.68,3.6,0,69.4
Somalia,Africa,2002,0,22.2,192,9.5,2.1,0,51.5
Sri Lanka,Asia,2013,2.65,22.8,3553,20.59,10.9,0,76
Algeria,Africa,2010,0.35,25.1,3918,35.98,7.1,0,74.9
Turkmenistan,Asia,2000,2.89,24.7,2288,4.52,9.9,0,63.6
Chile,South America,2010,7.55,27.4,11733,17.06,9.8,0,78.8
Suriname,South America,2004,4.66,25.7,7310,0.49,7.7,0,68.6
Portugal,European Union,2009,11.5,25.8,19343,10.57,7.9,1,78.7
Austria,European Union,2007,12.54,25.3,43938,8.3,11.6,1,80.2
Bahrain,Middle East,2008,1.99,25.1,21833,1.11,8.4,0,75.8
Madagascar,Africa,2007,0.64,20.9,495,19.43,5.8,0,62.1
Brunei Darussalam,Asia,2004,0.092,25.7,34850,0.36,8.4,0,73.8
Montenegro,Rest of Europe,2003,10.3,25.5,4623,0.61,10.3,0,73.3
Brazil,South America,2006,6.93,25.4,7561,188.17,6.4,0,72.3
Zimbabwe,Africa,2007,2.26,23.5,1042,12.26,7,0,44.9
Mauritania,Africa,2009,0.004,24.5,1422,3.39,3.7,0,62.3
El Salvador,Central America and Caribbean,2005,2.68,26.6,3140,6.05,6,0,70.1
United Arab Emirates,Middle East,2007,2.28,27.7,45389,6.17,9.4,0,75.8
Chad,Africa,2013,0.65,21.8,754,13.22,2.1,0,52.4
Tajikistan,Asia,2011,0.71,25.4,823,7.7,10.8,0,69.1
Indonesia,Asia,2005,0.059,22.1,2199,226.29,7.4,0,67.3
Finland,European Union,2008,10.26,25.9,46359,5.31,12.2,1,79.6
Tunisia,Africa,2004,1.22,25.4,3265,10.02,5.6,0,74
Chile,South America,2008,7.31,27.3,11447,16.71,9.9,0,78.3
Israel,Middle East,2006,2.3,26.6,29940,7.05,12.1,1,80.6
Mexico,North America,2000,5.16,26.7,8862,98.9,6.7,0,74.3
Fiji,Oceania,2014,2.67,27.5,5172,0.87,10.5,0,67
Qatar,Middle East,2011,1.05,28.6,65129,2.04,8.7,0,79.3
Zimbabwe,Africa,2010,3.38,23.6,1110,12.7,7.3,0,50.6
United States,North America,2005,8.55,28.1,52790,295.52,12.8,1,77.5
Sierra Leone,Africa,2003,3.87,22.2,460,5.2,2.5,0,42.4
Romania,European Union,2013,9.65,26.4,8338,19.98,10.9,1,75.1
Togo,Africa,2010,1.26,23.1,483,6.42,4.3,0,57.5
Austria,European Union,2010,12.1,25.4,43335,8.36,11.8,1,80.6
Switzerland,Rest of Europe,2013,9.74,25.1,83345,8.09,13.4,1,82.8
Chile,South America,2007,7.39,27.2,11148,16.53,9.4,0,78.1
Liberia,Africa,2011,3.73,23.9,680,4.02,4.2,0,60.1
Jordan,Middle East,2008,0.58,28.4,4787,6.56,9.8,0,73.1
Czechia,European Union,2007,13.83,26.7,16739,10.3,12.2,1,76.7
Brunei Darussalam,Asia,2003,0.11,25.6,35278,0.35,8.4,0,73.6
"Congo, Dem. Rep.",Africa,2010,4.02,21.6,404,64.56,5.4,0,56.9
Mauritius,Africa,2006,3.72,24.8,6593,1.23,7.4,0,72.4
"Venezuela, RB",South America,2013,6.84,26.6,12458,29.78,9.9,0,72.9
"Egypt, Arab Rep.",Africa,2013,0.19,29.2,3468,88.4,6.9,0,70.9
Colombia,South America,2002,4.32,25,4003,40.88,6.5,0,73.5
Botswana,Africa,2003,5.63,23.8,4817,1.73,8,0,50.5
El Salvador,Central America and Caribbean,2009,2.48,27,3280,6.16,6.5,0,71
"Venezuela, RB",South America,2015,6.21,26.7,17318,30.08,10.1,0,72.6
"Yemen, Rep.",Middle East,2012,0.04,23.4,2302,24.47,3,0,65.9
Tunisia,Africa,2005,1.25,25.5,3351,10.11,5.8,0,74.2
Czechia,European Union,2000,13.9,26.5,12312,10.26,10.6,1,75
Turkiye,Middle East,2002,1.59,26.9,6373,65.15,5.7,0,71.1
Guyana,South America,2010,5.56,25.8,4847,0.75,8.1,0,68.1
Haiti,Central America and Caribbean,2002,3.65,23.5,1281,8.75,4,0,57.7
Angola,Africa,2009,6.12,22.7,2962,22.51,4.7,0,54.3
Tunisia,Africa,2003,1.19,25.4,3097,9.95,5.4,0,73.8
Guinea-Bissau,Africa,2002,2.6,22.3,560,1.25,2.3,0,51.1
Haiti,Central America and Caribbean,2007,3.44,24.2,1325,9.5,4.5,0,59.4
St. Lucia,Central America and Caribbean,2001,12.92,27.1,8927,0.16,7.1,0,73.5
Slovak Republic,European Union,2013,9.9,26.2,15149,5.41,12.2,1,76.4
Trinidad and Tobago,Central America and Caribbean,2008,5.99,26.8,18604,1.31,10.7,0,71.5
Timor-Leste,Oceania,2000,0.5,19.9,942,0.88,2.8,0,59
Gabon,Africa,2010,8.36,24.7,6864,1.62,7.6,0,61.4
Myanmar,Asia,2000,0.12,21.3,310,46.72,3.1,0,60.1
Costa Rica,Central America and Caribbean,2011,3.21,26.9,10559,4.63,8.4,0,78.9
Chile,South America,2012,8.35,27.6,12973,17.4,9.9,0,79.2
Djibouti,Africa,2007,0.45,23.8,1053,0.81,3.9,0,58.7
Djibouti,Africa,2015,0.32,24,2653,0.91,4.1,0,64.1
Central African Republic,Africa,2010,1.96,22.4,532,4.39,3.6,0,47.3
Seychelles,Africa,2004,6.56,25.8,9944,0.08,7.7,0,72.7
Kiribati,Oceania,2014,0.33,29.9,1417,0.11,7.9,0,67
Burkina Faso,Africa,2006,5.67,21.5,534,13.83,1.3,0,54.1
Argentina,South America,2000,7.68,26.1,10731,36.87,9.1,0,73.6
Nicaragua,Central America and Caribbean,2015,3.72,27.2,2050,6.22,6.5,0,73.6
Poland,European Union,2008,10.8,26,10157,38.13,11.9,1,75.5
Bahrain,Middle East,2015,1.53,24.8,22634,1.37,9.3,0,76.8
Brunei Darussalam,Asia,2009,0.24,26.3,32992,0.38,8.7,0,74.6
Belgium,European Union,2009,10.1,25.9,39025,10.8,11.1,1,80
Mozambique,Africa,2004,0.59,21.9,370,19.91,2.8,0,50.1
Nigeria,Africa,2012,4.73,23.1,2501,167.23,5.7,0,51.8
Lao PDR,Asia,2000,5.19,21.1,936,5.32,3.9,0,58.8
Fiji,Oceania,2013,2.53,27.4,4902,0.87,10.3,0,67
Finland,European Union,2001,8.94,25.8,38785,5.19,9.4,1,78
Japan,Asia,2014,8.4,22.7,34387,127.28,12.5,1,83.6
Belarus,Rest of Europe,2000,12.92,25.7,2617,9.98,8.9,0,68.9
"Iran, Islamic Rep.",Middle East,2007,0.023,25.6,5305,71.34,8.9,0,72.6
Niger,Africa,2000,0.092,20.8,399,11.33,1.1,0,49.9
Mongolia,Asia,2009,6.56,25.3,2515,2.67,9.1,0,66.9
Sri Lanka,Asia,2004,1.56,21.9,2130,19.39,10.3,0,74.3
Lithuania,European Union,2002,11,26.1,7424,3.44,11.1,1,71.8
Iceland,Rest of Europe,2011,6.84,26.1,48934,0.32,11,1,82.4
